,product_title,product_url,product_breadcrumb,date,price,unit_price,loyalty_price,original_price,store_id,product_category,product_subcategory,product_subcategory_2,gender_breadcrumb,gender_title,price_per_unit,unit,labelling 
7324,Seven Seas Omega-3 Fish Oil Extra Strength With Vitamin D Capsules,https://groceries.morrisons.com/products/seven-seas-omega-3-fish-oil-extra-strength-with-vitamin-d-capsules/111996867,health > wellbeing & medicines > vitamins & supplements > multivitamin > adults,2/12/2025,12,,,,4,health,wellbeing & medicines,vitamins & supplements,neutral,neutral,,,Sam
6580,Morrisons Multi Vitamins & Iron ,https://groceries.morrisons.com/products/morrisons-multi-vitamins--iron/108619702,health > wellbeing & medicines > vitamins & supplements > multivitamin,2/12/2025,3.5,,,,4,health,wellbeing & medicines,vitamins & supplements,neutral,neutral,,,Sam
5946,"Clearblue Digital and Visual Pregnancy Test Kit, Triple Check, 3 Tests",https://groceries.morrisons.com/products/clearblue-digital-and-visual-pregnancy-test-kit-triple-check-3-tests/112798467,health > wellbeing & medicines > family planning & sexual health > pregnancy & ovulation kits,2/12/2025,19,,,,4,health,wellbeing & medicines,family planning & sexual health,neutral,neutral,,,Sam
11085,Earex Advance Ear Drops ,https://groceries.morrisons.com/products/earex-advance-ear-drops/109246451,health > wellbeing & medicines > ear > eye and mouth care > ear care,2/12/2025,6,,,,4,health,wellbeing & medicines,ear,neutral,neutral,,,Sam
17557,Tesco Health 120 Vitamin D 12.5mcg Tablets,www.tesco.com/groceries/en-GB/products/312104907,health & beauty > vitamins > minerals & supplements > vitamin d > vitamin d,2/12/2025,4,0.03 / each,,,1,health & beauty,vitamins,minerals & supplements,neutral,neutral,0.03,unit,Sam
3107,HIGH5 Energy Gel Aqua Berry 66g,www.tesco.com/groceries/en-GB/products/317858675,health & beauty > lifestyle & wellbeing > sports nutrition > energy gels,2/10/2025,1.65,2.5 / 100g,0.95,,1,health & beauty,lifestyle & wellbeing,sports nutrition,neutral,neutral,25,kg,Sam
4091,Flowflex Antigen Sars-Cov-2 Rapid Covid-19 Test,www.tesco.com/groceries/en-GB/products/313740405,health & beauty > vitamins > minerals & supplements > at home testing kits > at home testing kits,2/10/2025,2,2 / each,,,1,health & beauty,vitamins,minerals & supplements,neutral,neutral,2,unit,Sam
731,Olive Oil Relaxer Kit Extra Strength,www.tesco.com/groceries/en-GB/products/278434700,health & beauty > haircare & styling > hair treatment & serum > hair serum > hair treatment & heat protect,1/17/2025,6.5,6.5 / each,4.5,,1,health & beauty,haircare & styling,hair treatment & serum,neutral,neutral,6.5,unit,Sam
2662,Aristocrat Silicone Face & Body Scrubbing Brush,www.tesco.com/groceries/en-GB/products/325112357,health & beauty > bathing accessories > loofahs > sponges & poufs,2/10/2025,6.99,6.99 / each,,,1,health & beauty,bathing accessories,loofahs,neutral,neutral,6.99,unit,Sam
2374,Colgate Plax Soft Mint Mouthwash 500ml,www.tesco.com/groceries/en-GB/products/272374463,health & beauty > toothpaste > mouthwash & toothbrush > mouthwash > everyday mouthwash,2/10/2025,4.5,0.9 / 100ml,,,1,health & beauty,toothpaste,mouthwash & toothbrush,neutral,neutral,9,lt,Sam
16749,Wahl Corded OPP Colour Coded Clipper Grooming Set 0.8mm Ground Blades 9155-2917,www.tesco.com/groceries/en-GB/products/325124371,health & beauty > grooming > hair clippers & multi grooming,2/12/2025,14.99,14.99 / each,,,1,health & beauty,grooming,hair clippers & multi grooming,neutral,neutral,14.99,unit,Sam
2759,Bonjela Adult Mouth Ulcer Relief Cool Mint Gel 15g,www.tesco.com/groceries/en-GB/products/256876248,health & beauty > medicine > ear drops > mouth ulcers & cold sore relief > mouth ulcer gels,2/10/2025,5.5,36.67 / 100g,,,1,health & beauty,medicine,ear drops,neutral,neutral,366.7,kg,Sam
3973,John Frieda Frizz Ease Recovery Conditioner 250Ml,www.tesco.com/groceries/en-GB/products/287005204,health & beauty > conditioner > normal hair   everyday conditioner > normal hair   everyday conditioner,2/10/2025,7,2.8 / 100ml,,,1,health & beauty,conditioner,normal hair   everyday conditioner,neutral,neutral,28,lt,Sam
18792,Durex Naturals Intimate Gel,http://groceries.asda.com/product/family-planning--sexual-wellbeing/durex-naturals-intimate-gel/910003075667,health & wellness > family planning & sexual wellbeing > lubricants & adult toys > lubricants & adult toys,2/12/2025,12,£12.00/100ml,,,3,health & wellness,family planning & sexual wellbeing,lubricants & adult toys,neutral,neutral,120,lt,Sam
13481,Ultra Chloraseptic Anaesthetic Throat Spray Honey & Lemon Flavour,http://groceries.asda.com/product/cough-cold--flu/ultra-chloraseptic-anaesthetic-throat-spray-honey--lemon-flavour/1000361202332,health & wellness > cough > cold & flu > sore throat relief > sore throat relief,2/12/2025,5,£333.33/lt,,,3,health & wellness,cough,cold & flu,neutral,neutral,333.33,lt,Sam
11610,Benylin Chesty Coughs Non-Drowsy Syrup 300ml,http://groceries.asda.com/product/cough-cold--flu/benylin-chesty-coughs-nondrowsy-syrup-ml/1963569,health & wellness > cough > cold & flu > cough syrup > cough syrup,2/12/2025,9.48,£31.60/lt,,,3,health & wellness,cough,cold & flu,neutral,neutral,31.6,lt,Sam
18731,Metanium Everyday Barrier Ointment,http://groceries.asda.com/product/childrens-health--wellness/metanium-everyday-barrier-ointment/910000475817,health & wellness > childrens health & wellness > nappy rash care > nappy rash care,2/12/2025,3,£7.50/100g,,,3,health & wellness,childrens health & wellness,nappy rash care,neutral,neutral,75,kg,Sam
4805,Sudafed Congestion & Headache Relief Max Strength Capsules Capsules,http://groceries.asda.com/product/cough-cold--flu/sudafed-congestion--headache-relief-max-strength-capsules-capsules/910001486397,health & wellness > cough > cold & flu > sinus & decongestants > sinus & decongestants,2/12/2025,3.98,24.9p/each,,,3,health & wellness,cough,cold & flu,neutral,neutral,24.9,unit,Sam
13250,Nurofen Pain Relief 256mg Caplets Ibuprofen x16,http://groceries.asda.com/product/pain-relief/nurofen-pain-relief-mg-caplets-ibuprofen-x/910002393314,health & wellness > pain relief > ibuprofen > ibuprofen,2/12/2025,4,25.0p/each,,,3,health & wellness,pain relief,ibuprofen,neutral,neutral,25,unit,Sam
4938,Calpol Saline Nasal Spray from Birth,http://groceries.asda.com/product/cough-cold--flu/calpol-saline-nasal-spray-from-birth/1000005550529,health & wellness > cough > cold & flu > baby & childrens cough and cold > baby & childrens cough and cold,2/12/2025,4,£266.67/lt,,,3,health & wellness,cough,cold & flu,neutral,neutral,266.67,lt,Sam
19296,Kinetik Health Wellbeing Blood Glucose 100 Test Strips,http://groceries.asda.com/product/first-aid/kinetik-health-wellbeing-blood-glucose--test-strips/1000217307794,health & wellness > first aid > view all first aid > view all first aid,2/12/2025,24.99,25.0p/each,,,3,health & wellness,first aid,view all first aid,neutral,neutral,25,unit,Sam
13870,Nurofen Express Pain Relief 200mg Liquid Capsules Ibuprofen x16,http://groceries.asda.com/product/pain-relief/nurofen-express-pain-relief-mg-liquid-capsules-ibuprofen-x/68021648,health & wellness > pain relief > ibuprofen > ibuprofen,2/12/2025,4.5,28.1p/each,,,3,health & wellness,pain relief,ibuprofen,neutral,neutral,28.1,unit,Sam
5493, TENA Maxi Night Incontinence Pads 6 pack, https://www.tesco.com/groceries/en-GB/products/268422073,health and beauty,2/12/2025,2.5,0.42 / each,,,1,health and beauty,,,neutral,neutral,0.42,unit,Sam
4182,Vileda String Replacement Mop Head,https://groceries.morrisons.com/products/vileda-string-replacement-mop-head/102908933,household > cleaning cupboard > cleaning accessories > mops & buckets,2/10/2025,4,,,,4,household,cleaning cupboard,cleaning accessories,neutral,neutral,,,Sam
14969,Energizer Recharge Power Plus AA 1.2V,https://www.waitrose.com/ecom/products/energizer-recharge-power-plus-aa-12v/835668-731384-731385,household > general household > batteries > aa batteries,2/12/2025,14,£3.50 each,,,8,household,general household,batteries,neutral,neutral,3.5,unit,Sam
6713,Lenor Outdoorable Fabric Conditioner Dreamy Jasmine 55 Washes,https://groceries.morrisons.com/products/lenor-outdoorable-fabric-conditioner-dreamy-jasmine-55-washes/114021651,household > laundry > fabric enhancers > fabric conditioner,2/12/2025,3.5,,,,4,household,laundry,fabric enhancers,neutral,neutral,,,Sam
13235,Sainsbury's Navy Gift Wrap Present Tissue Paper - 5 Sheets,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-navy-gift-wrap-present-tissue-paper-5-sheets,household > household essentials,2/12/2025,1.5,£1.50 / ea,,1.5,2,household,household essentials,,neutral,neutral,1.5,unit,Sam
12763,Flash Duster XL Starter Kit,https://www.waitrose.com/ecom/products/flash-duster-xl-starter-kit/419870-783830-783831,household > cleaning cupboard > mops > brooms & dusters > dusters,2/12/2025,6,£6 each,,7,8,household,cleaning cupboard,mops,neutral,neutral,6,unit,Sam
19063,Sainsbury's Home LED Filament Globe 40W ES Light Bulb 2pk,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-home-led-filament-globe-40w-es-light-bulb-2pk,household > household essentials,2/12/2025,5,£5.00 / ea,,5,2,household,household essentials,,neutral,neutral,5,unit,Sam
16460,Astonish Specialist Extra Strength Mould Blast Stain Remover 750ml,https://www.tesco.com/groceries/en-GB/products/317655293,household > bathroom cleaners & toilet care > bathroom & shower spray cleaners & wipes > mould remover & spray,2/12/2025,2,2.67 / litre,,,1,household,bathroom cleaners & toilet care,bathroom & shower spray cleaners & wipes,neutral,neutral,2.67,lt,Sam
14835,Glade Aerosol Clean Linen,https://www.waitrose.com/ecom/products/glade-aerosol-clean-linen/795358-795824-795825,household > candles & air fresheners > aerosols & room sprays,2/12/2025,2.25,75p/100ml,,,8,household,candles & air fresheners,aerosols & room sprays,neutral,neutral,75,lt,Sam
9393,Dettol Antibacterial Disinfectant Multi Surface Spray Pomegranate,https://groceries.morrisons.com/products/dettol-antibacterial-disinfectant-multi-surface-spray-pomegranate/107936474,household > cleaning cupboard > all purpose cleaners > sprays,2/12/2025,2.95,,,,4,household,cleaning cupboard,all purpose cleaners,neutral,neutral,,,Sam
2540,Blue Rubble Sacks (6 Pack),https://www.tesco.com/groceries/en-GB/products/325324141,laundry & cleaning > cleaning supplies > waste bags & bin liners,2/10/2025,9,9 / each,,,1,laundry & cleaning,cleaning supplies,waste bags & bin liners,neutral,neutral,9,unit,Sam
2466,Chef Aid Spout Washing Up Brush - White - One Size,www.tesco.com/groceries/en-GB/products/325180324,laundry & cleaning > cleaning equipment > washing up bowls > brushes & cleaning tools,2/10/2025,5.99,5.99 / each,,,1,laundry & cleaning,cleaning equipment,washing up bowls,neutral,neutral,5.99,unit,Sam
2155,Rothley Broom Holder - White - One Size,www.tesco.com/groceries/en-GB/products/325170537,laundry & cleaning > cleaning equipment > brooms > brushes & dusters,2/8/2025,5.99,5.99 / each,,,1,laundry & cleaning,cleaning equipment,brooms,neutral,neutral,5.99,unit,Sam
196,"OHS 6kg 2 Section Light Dark Storage Washing Hamper With Lid Laundry Basket, 6kg - Charcoal/White",www.tesco.com/groceries/en-GB/products/325097449,laundry & cleaning > laundry accessories > washing baskets & laundry bins,1/9/2025,17.99,17.99 / each,,,1,laundry & cleaning,laundry accessories,washing baskets & laundry bins,neutral,neutral,17.99,unit,Sam
2478,Tala Basin Waste Strainer - Silver - 7.4cm,www.tesco.com/groceries/en-GB/products/325176203,laundry & cleaning > cleaning equipment > washing up bowls > brushes & cleaning tools,2/10/2025,6.99,6.99 / each,,,1,laundry & cleaning,cleaning equipment,washing up bowls,neutral,neutral,6.99,unit,Sam
